neighborhood,zipcode,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
1216,West Seattle,98116,9276200220,20140717T000000,375000,1,1.0,720,3166,1.0,0,0,3,6,720,0,1920,0,47.5811,-122.389,1140,6250
7189,Magnolia,98199,6823100225,20150414T000000,700000,4,1.75,1870,6000,1.0,0,0,5,8,1670,200,1949,0,47.6435,-122.399,1710,6000
3858,Ballard,98107,2768300736,20150408T000000,605000,3,3.0,1760,2114,2.0,0,0,3,7,1400,360,2008,0,47.6666,-122.37,1300,1500
7267,Magnolia,98199,6821101732,20150219T000000,550000,3,2.25,1230,875,3.0,0,0,3,8,1230,0,2013,0,47.6521,-122.4,1760,5664
6581,Lake City,98125,6413100242,20140826T000000,400000,3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1961,0,47.7149,-122.322,1440,9211
2919,Rainier Valley,98178,7812800865,20141119T000000,170000,2,1.0,810,9882,1.0,0,0,3,6,810,0,1944,0,47.4925,-122.23899999999999,950,7200
5083,Northgate,98103,3126049500,20140522T000000,359000,3,1.5,1360,885,3.0,0,0,3,8,1360,0,2008,0,47.6961,-122.34899999999999,1360,1167
2270,Beacon Hill,98108,3959401284,20140626T000000,440000,3,1.5,2120,6290,1.0,0,0,4,8,1220,900,1949,0,47.5658,-122.318,1620,5400
6812,Delridge,98106,6453300306,20140910T000000,419000,7,3.25,4340,8521,2.0,0,0,3,7,2550,1790,1986,0,47.52,-122.338,1890,8951
2947,Rainier Valley,98178,1123049129,20150224T000000,284200,3,1.75,1540,6632,1.0,0,0,3,7,1070,470,1959,0,47.4973,-122.25200000000001,2510,6618
5983,Lake City,98115,3359500665,20141009T000000,725000,3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,47.6754,-122.325,1290,3500
2328,Seward Park,98118,770000045,20141024T000000,405600,5,1.5,2830,4000,2.5,0,0,4,8,2830,0,1918,0,47.5132,-122.262,1480,4000
325,Queen Anne,98119,2397100155,20150224T000000,589000,3,1.75,920,3600,1.0,0,0,4,6,820,100,1904,0,47.6386,-122.365,1620,3600
3680,Central Area,98144,4253400098,20150501T000000,405000,2,3.0,1160,1073,2.0,0,0,3,7,880,280,2007,0,47.5788,-122.315,1250,4812
1971,West Seattle,98146,123039346,20150430T000000,335000,3,1.75,1260,17000,1.0,0,0,3,7,1260,0,1994,0,47.5114,-122.361,1540,7213
3475,Central Area,98144,6738700275,20140625T000000,870000,4,2.75,2840,4000,1.5,0,0,5,8,1960,880,1912,0,47.5846,-122.291,2750,4000
2584,Seward Park,98118,4154302075,20150116T000000,200000,2,1.0,830,7200,1.0,0,0,2,6,830,0,1920,0,47.5604,-122.275,1150,6600
1892,West Seattle,98146,7774200236,20141211T000000,357000,3,1.5,1340,11744,1.0,0,0,2,7,1340,0,1950,0,47.4947,-122.36,2020,13673
1711,West Seattle,98136,4322200105,20150331T000000,229050,1,1.0,420,3298,1.0,0,0,4,4,420,0,1949,0,47.5375,-122.391,1460,4975
3729,Ballard,98107,2767601375,20140821T000000,505000,3,2.0,1500,2500,2.0,0,0,3,8,1500,0,2002,0,47.6748,-122.385,1550,5000
4152,Ballard,98117,464001025,20140918T000000,722500,4,3.5,2600,5100,2.0,0,0,3,8,1820,780,2003,0,47.6948,-122.395,2000,6720
5139,Northgate,98103,1972201967,20141031T000000,520000,2,2.25,1530,981,3.0,0,0,3,8,1480,50,2006,0,47.6533,-122.346,1530,1282
5412,Northgate,98133,3073500045,20140507T000000,492000,4,2.5,3305,16164,1.5,0,0,5,7,2245,1060,1922,1956,47.7563,-122.338,1620,8883
5640,Lake City,98115,7920100045,20140516T000000,350000,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,47.678999999999995,-122.3,1010,5100
4685,Northgate,98103,9136100420,20150408T000000,767500,4,2.0,2350,4815,1.5,0,0,4,7,1450,900,1914,0,47.6681,-122.338,1640,4013
6680,Delridge,98106,7972601250,20150204T000000,360000,6,2.75,2850,15240,1.0,0,0,3,7,1850,1000,1962,0,47.5288,-122.345,2090,7620
420,University District,98105,9471200200,20150325T000000,2532000,4,4.25,5040,16048,1.0,0,3,3,10,3420,1620,1950,0,47.6702,-122.26,3960,14000
4528,Ballard,98117,3052700213,20140829T000000,461100,2,2.25,1210,1267,2.0,0,0,3,8,1120,90,2010,0,47.6783,-122.376,1360,1349
513,University District,98105,5364200695,20150317T000000,1084500,4,2.75,2640,5000,2.0,0,0,3,9,1840,800,1943,2004,47.6619,-122.275,2010,5000
5080,Northgate,98103,625049359,20141203T000000,515000,3,2.25,1300,1180,3.0,0,0,3,8,1300,0,2008,0,47.6871,-122.339,1300,1174
1793,West Seattle,98136,9238900850,20140919T000000,688000,3,1.5,1760,4880,1.5,0,3,3,8,1290,470,1928,0,47.5334,-122.38799999999999,1840,4998
305,Queen Anne,98119,4232900310,20141029T000000,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,47.6351,-122.36399999999999,1810,3600
1907,West Seattle,98146,254000545,20141023T000000,385000,4,2.5,1620,5280,2.0,0,0,4,7,1620,0,1924,1971,47.5132,-122.384,1590,5280
1766,West Seattle,98136,7935000280,20140812T000000,2195000,5,3.25,5210,35765,2.5,0,4,5,10,4940,270,1911,0,47.5463,-122.397,2590,10250
4532,Ballard,98117,9268200484,20140513T000000,650000,4,2.5,2210,4861,2.0,0,0,3,9,2210,0,2013,0,47.6959,-122.36399999999999,1590,5080
871,Capitol Hill,98112,1337800220,20140908T000000,1003000,4,2.5,2230,3600,2.0,0,0,5,8,1630,600,1906,0,47.6304,-122.309,2410,4800
3920,Ballard,98107,4242900245,20150112T000000,618000,2,1.0,1890,4700,1.0,0,0,4,7,1030,860,1928,0,47.6747,-122.391,2150,4700
4281,Ballard,98117,3693900135,20140920T000000,615000,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,0,47.6793,-122.397,1570,5000
3027,Rainier Valley,98178,8073000491,20141211T000000,700000,4,1.75,1950,7139,1.0,1,4,3,7,1150,800,1957,0,47.5121,-122.24799999999999,1600,13122
6460,Lake City,98125,2832100270,20150507T000000,306888,4,1.5,1940,8970,1.5,0,0,3,7,1270,670,1980,0,47.7297,-122.32600000000001,1960,8470
161,Cascade,98109,1698900075,20150415T000000,740000,4,2.75,2890,4000,1.5,0,0,4,9,2190,700,1931,0,47.6419,-122.351,2280,4000
573,University District,98105,5606000255,20141017T000000,735000,4,1.75,2380,5700,2.0,0,1,4,7,1820,560,1946,0,47.6656,-122.271,2190,5700
1253,West Seattle,98126,8150100240,20150218T000000,265000,2,1.0,620,4760,1.0,0,0,3,6,620,0,1941,0,47.5286,-122.376,620,4760
4029,Ballard,98117,461002025,20150501T000000,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,47.6831,-122.37299999999999,1160,5000
4598,Northgate,98103,9551202025,20140625T000000,800000,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,47.6729,-122.335,1980,5000
2336,Seward Park,98118,6064800710,20141002T000000,315000,3,2.5,1570,2865,2.0,0,0,3,7,1570,0,2003,0,47.5412,-122.288,1610,2582
1104,West Seattle,98116,6837700175,20141201T000000,775000,3,1.75,3520,12350,1.0,0,4,4,8,1530,1990,1960,0,47.5837,-122.382,2140,7800
3649,Central Area,98144,9834200975,20150210T000000,495000,3,3.0,1520,4080,2.0,0,0,5,7,1520,0,1948,0,47.571999999999996,-122.29,1320,4080
6256,Lake City,98125,4427100105,20150428T000000,398000,4,1.0,1430,6240,1.5,0,0,5,7,1430,0,1953,0,47.7272,-122.311,1410,6240
4804,Northgate,98103,1814800060,20150220T000000,965000,4,3.5,3290,5559,1.5,0,0,3,8,2290,1000,1906,2004,47.6788,-122.346,1790,6000
39,Downtown,98102,1962200475,20140725T000000,875000,3,2.0,2350,6000,1.5,0,0,4,8,1990,360,1922,0,47.6476,-122.32,2010,5040
4714,Northgate,98103,1931300425,20140908T000000,539000,3,2.5,2170,3200,1.5,0,0,5,7,1280,890,1923,0,47.6543,-122.34700000000001,1180,1224
3810,Ballard,98107,2767601280,20140722T000000,848750,6,3.75,3160,5000,2.0,0,0,3,8,3160,0,1989,0,47.6748,-122.384,1740,5000
2772,Seward Park,98118,1604600540,20150504T000000,450000,3,1.0,1430,5960,1.5,0,0,4,7,1430,0,1917,0,47.562,-122.289,1140,3960
5010,Northgate,98103,1972201161,20150323T000000,435000,1,1.0,670,1800,1.0,0,0,5,6,670,0,1905,0,47.653999999999996,-122.35,1330,3360
5140,Northgate,98103,263000018,20140521T000000,360000,3,2.5,1530,1131,3.0,0,0,3,8,1530,0,2009,0,47.6993,-122.346,1530,1509
1264,West Seattle,98126,1781500435,20150225T000000,575000,3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1911,0,47.5256,-122.38,1580,6207
6025,Lake City,98115,3543900418,20140515T000000,580050,3,2.5,2360,4638,2.0,0,3,3,9,2360,0,1996,0,47.6837,-122.321,1620,4638
119,Cascade,98109,809000945,20150106T000000,563000,6,1.0,1730,2760,1.5,0,0,3,7,1250,480,1918,0,47.6342,-122.353,1630,3200
5722,Lake City,98115,8825900855,20141014T000000,896000,4,1.75,2660,3520,2.0,0,0,4,8,2080,580,1917,0,47.6743,-122.30799999999999,2100,4080
5194,Northgate,98133,1826049225,20150417T000000,460000,4,1.75,1870,8663,1.0,0,0,5,7,1870,0,1949,0,47.7366,-122.35,1560,7800
1321,West Seattle,98126,8122100290,20140813T000000,392000,2,1.5,940,5000,1.0,0,0,4,7,810,130,1925,0,47.5375,-122.374,940,5026
2130,West Seattle,98146,6600060120,20150223T000000,400000,4,2.5,2310,5813,2.0,0,0,3,8,2310,0,2014,0,47.5107,-122.36200000000001,1830,7200
4981,Northgate,98103,9528105305,20150121T000000,1375000,4,3.5,3130,4500,2.0,0,0,3,9,2060,1070,2014,0,47.677,-122.33,1500,4500
1570,West Seattle,98126,7987400285,20150429T000000,494900,3,2.5,2040,2500,2.0,0,0,3,7,1470,570,2008,0,47.573,-122.37200000000001,1410,2500
5625,Northgate,98133,6300500476,20150415T000000,420000,3,2.5,1509,1114,3.0,0,0,3,8,1509,0,2014,0,47.7049,-122.34,1509,2431
4026,Ballard,98117,4444800045,20150420T000000,657500,4,1.75,1620,7560,1.0,0,3,4,7,1380,240,1947,0,47.6981,-122.4,2170,8650
4258,Ballard,98117,4441300416,20141028T000000,695000,4,1.75,2390,5880,1.0,0,2,3,8,1390,1000,1957,0,47.6956,-122.399,2210,6260
6617,Lake City,98125,2325300060,20140515T000000,344000,3,2.5,1232,1130,3.0,0,0,3,7,1232,0,2007,0,47.7185,-122.31700000000001,1232,1202
7257,Magnolia,98199,3271800910,20140701T000000,1356925,4,3.5,4270,5800,2.0,0,3,5,10,3170,1100,1937,0,47.6474,-122.411,3100,5800
4856,Northgate,98103,263000325,20140611T000000,349000,3,2.5,1430,1002,3.0,0,0,3,8,1430,0,2002,0,47.698,-122.34899999999999,1430,1530
984,West Seattle,98116,2313900740,20141119T000000,425000,3,1.0,1180,3750,1.0,0,0,3,6,1030,150,1940,0,47.5726,-122.382,1280,3750
1909,West Seattle,98146,1721800470,20140521T000000,230000,5,2.0,1930,6120,1.5,0,0,3,6,1930,0,1941,1969,47.5073,-122.337,1130,6120
1145,West Seattle,98116,9278200095,20141217T000000,465000,3,1.5,900,8690,1.5,0,0,5,6,900,0,1941,0,47.5751,-122.39299999999999,1000,6150
2150,Beacon Hill,98108,3959400400,20140709T000000,569000,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,1929,0,47.5665,-122.316,1750,4800
6756,Delridge,98106,2113701080,20141112T000000,300000,2,1.0,1100,4010,1.5,0,0,5,6,1100,0,1920,0,47.5296,-122.351,980,4501
3414,Central Area,98144,5680000260,20150512T000000,385000,3,1.0,810,4600,1.0,0,0,3,6,810,0,1918,0,47.5712,-122.316,1520,4800
2495,Seward Park,98118,3333000775,20140903T000000,249900,3,1.0,1100,5000,1.0,0,0,3,7,1100,0,1960,0,47.5433,-122.28299999999999,1020,5000
7276,Magnolia,98199,1070000180,20141015T000000,1107461,4,3.5,3660,4760,2.0,0,0,3,9,2840,820,2014,0,47.6482,-122.40899999999999,3210,4640
1102,West Seattle,98116,148000450,20140530T000000,399000,2,1.0,940,4800,1.0,0,0,4,6,940,0,1911,1955,47.5756,-122.414,980,5900
1342,West Seattle,98126,1121000414,20140927T000000,750000,4,2.75,3150,6343,1.0,0,3,3,8,1810,1340,1976,0,47.5424,-122.381,2250,6343
6383,Lake City,98125,9455200790,20141209T000000,445000,3,1.75,1410,5100,1.0,0,0,4,7,1110,300,1954,0,47.7026,-122.29,1600,7800
2885,Rainier Valley,98178,9368700031,20140509T000000,195000,2,1.0,720,18000,1.0,0,0,3,6,720,0,1950,0,47.5054,-122.26100000000001,1250,7925
4511,Ballard,98117,461003835,20141218T000000,825000,3,3.5,2670,3000,2.0,0,0,3,9,1870,800,2014,0,47.6813,-122.37200000000001,1750,5000
3194,Central Area,98122,5366200205,20140603T000000,613000,3,2.5,1350,3068,2.0,0,0,3,7,1350,0,1991,0,47.6099,-122.29299999999999,1900,4000
4869,Northgate,98103,3126049052,20150318T000000,551000,4,1.75,2040,6348,1.0,0,0,3,7,1020,1020,1962,0,47.6964,-122.336,1770,5047
299,Queen Anne,98119,2425039017,20140904T000000,808250,3,2.0,1750,2640,1.0,0,0,3,8,1010,740,1914,2005,47.6419,-122.368,1750,4560
4207,Ballard,98117,3491300082,20150127T000000,799990,4,3.5,2540,5808,2.0,0,0,5,8,1820,720,1910,1986,47.6857,-122.376,1520,5461
5789,Lake City,98115,5100402668,20150218T000000,495000,3,1.0,1570,5510,1.0,0,0,4,7,1070,500,1940,0,47.6942,-122.319,1770,6380
2959,Rainier Valley,98178,179000240,20150325T000000,290500,4,2.5,1680,3000,2.0,0,0,3,7,1680,0,2003,0,47.494,-122.279,1420,5500
1155,West Seattle,98116,9277200065,20150226T000000,616000,3,2.0,2900,5650,1.0,0,2,3,8,1520,1380,1959,0,47.5789,-122.396,1810,6250
2404,Seward Park,98118,6888900115,20150216T000000,555750,3,1.0,1060,4880,1.0,0,0,2,6,910,150,1913,0,47.5545,-122.288,1200,4880
6457,Lake City,98125,5272200045,20141113T000000,378000,3,1.5,1000,6914,1.0,0,0,3,7,1000,0,1947,0,47.7144,-122.319,1000,6947
3789,Ballard,98107,2767603649,20140730T000000,520000,3,2.25,1210,1250,3.0,0,0,3,8,1210,0,2014,0,47.6722,-122.384,1780,5000
2532,Seward Park,98118,7131300035,20140512T000000,210000,3,2.5,1040,2643,2.0,0,0,3,7,720,320,2004,0,47.5165,-122.26799999999999,1540,5110
4244,Ballard,98117,2818100060,20140520T000000,1275000,4,2.0,2850,7861,1.0,0,4,4,10,1450,1400,1970,0,47.6995,-122.397,2810,8087
3756,Ballard,98107,7550800945,20141007T000000,526000,2,1.0,1450,4500,1.5,0,0,4,7,1450,0,1921,0,47.6739,-122.396,1470,5000
2999,Rainier Valley,98178,4059400515,20140909T000000,229950,2,1.0,920,7716,1.0,0,0,3,6,920,0,1944,0,47.5028,-122.243,1410,7128
5552,Northgate,98133,6150700005,20141201T000000,500000,4,2.5,1900,5001,1.0,0,0,3,8,1200,700,2008,0,47.7289,-122.335,1950,4680
2311,Beacon Hill,98108,5200087,20140709T000000,487000,4,2.5,2540,5001,2.0,0,0,3,9,2540,0,2005,0,47.5423,-122.302,2360,6834
5506,Northgate,98133,726049217,20141110T000000,425000,5,2.5,2180,7875,1.0,0,0,4,7,1200,980,1955,0,47.7543,-122.34100000000001,1840,5105
3160,Central Area,98122,1211000280,20150504T000000,295000,2,1.0,750,4500,1.0,0,0,3,6,750,0,1945,0,47.607,-122.29700000000001,1540,4000
2776,Seward Park,98118,2341800195,20141106T000000,302000,2,1.0,890,5000,1.0,0,0,4,6,890,0,1947,0,47.5526,-122.287,1160,5000
5802,Lake City,98115,3179102155,20150108T000000,760000,4,3.5,3000,5300,1.0,0,0,5,7,1780,1220,1949,0,47.6748,-122.279,1360,5450
634,Capitol Hill,98112,8712100575,20140828T000000,915000,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,47.6364,-122.3,1460,4250
975,West Seattle,98116,3505100756,20141106T000000,2050000,4,3.0,4280,18834,1.0,0,4,5,11,2180,2100,1971,0,47.5811,-122.4,2490,8858
3811,Ballard,98107,9530101385,20141014T000000,540000,2,2.0,1640,3021,1.0,0,2,3,7,840,800,1959,0,47.666000000000004,-122.35799999999999,1780,4500
4933,Northgate,98103,9550200470,20141001T000000,690000,4,1.5,1970,4590,2.5,0,0,3,7,1970,0,1909,0,47.666000000000004,-122.33200000000001,1900,4590
503,University District,98105,2862100260,20141003T000000,540000,4,1.75,1840,4280,1.0,0,0,4,7,920,920,1918,0,47.6681,-122.32,1660,4280
2929,Rainier Valley,98178,2520900301,20141022T000000,239300,3,1.0,1070,5750,1.0,0,0,3,7,1070,0,1952,0,47.5071,-122.255,1420,6500
5364,Northgate,98133,3034200530,20140620T000000,400000,3,1.0,1430,10005,1.5,0,0,4,7,1430,0,1950,0,47.7181,-122.338,1720,8822
2459,Seward Park,98118,3723800414,20150320T000000,852000,4,2.5,2620,7328,2.0,0,0,3,8,2620,0,1983,0,47.5514,-122.26299999999999,1670,5080
6184,Lake City,98115,7169500200,20140903T000000,522500,2,2.25,1430,1210,2.0,0,0,3,8,1340,90,2005,0,47.6765,-122.301,1430,1016
6487,Lake City,98125,5408100035,20150420T000000,568000,3,1.0,1340,7260,1.5,0,0,3,7,1340,0,1953,0,47.7016,-122.295,1830,6822
2490,Seward Park,98118,2658000373,20150122T000000,305000,4,2.0,1610,6250,1.0,0,0,4,7,1610,0,1952,0,47.5293,-122.271,1310,6000
823,Capitol Hill,98112,8141200080,20140814T000000,680000,8,2.75,2530,4800,2.0,0,0,4,7,1390,1140,1901,0,47.6241,-122.305,1540,4800
4892,Northgate,98103,9136103136,20150313T000000,580000,2,1.0,860,4013,1.0,0,0,3,7,860,0,1925,0,47.6652,-122.338,1490,4013
2031,West Seattle,98146,3192000085,20140807T000000,180000,3,1.0,1010,10215,1.0,0,0,3,6,1010,0,1955,0,47.4872,-122.345,1320,10245
3458,Central Area,98144,7128300630,20150330T000000,677000,4,2.0,2180,6000,1.5,0,0,3,8,2060,120,1927,0,47.5958,-122.306,1370,4500
3491,Central Area,98144,2087700115,20141103T000000,650000,2,1.5,1900,4450,1.0,0,0,5,7,1500,400,1916,0,47.5834,-122.29299999999999,2130,5000
3701,Central Area,98144,1498301048,20140508T000000,321950,2,1.25,860,1277,2.0,0,0,3,7,860,0,2007,0,47.5842,-122.314,1280,1265
3431,Central Area,98144,7133300044,20140629T000000,397000,3,3.5,1360,1275,2.0,0,0,3,8,1240,120,2007,0,47.5904,-122.315,1360,1275
5379,Northgate,98133,3293700496,20140814T000000,270000,4,1.75,1850,7730,1.0,0,0,5,7,1100,750,1956,0,47.7481,-122.355,2260,8581
1172,West Seattle,98116,3009800015,20150422T000000,502501,2,1.0,1100,4750,1.0,0,0,3,7,1100,0,1946,0,47.5772,-122.381,1830,4750
4179,Ballard,98117,7518504775,20141112T000000,549000,5,1.0,1500,3978,2.0,0,0,3,7,1500,0,1929,0,47.6811,-122.383,1350,4080
3730,Ballard,98107,1176001195,20140621T000000,375000,2,1.0,1230,1820,2.0,0,0,4,7,830,400,1948,0,47.6684,-122.40100000000001,1660,3056
6996,Magnolia,98199,6821102100,20150317T000000,510000,2,1.0,810,6480,1.0,0,0,5,6,810,0,1942,0,47.6493,-122.398,1920,6000
6063,Lake City,98115,7363600185,20150330T000000,1187500,3,2.25,2860,10625,1.0,0,4,3,10,1920,940,1976,0,47.6915,-122.273,2860,8075
5018,Northgate,98103,1972202023,20140904T000000,504500,3,2.5,1820,1545,3.0,0,2,3,8,1640,180,1998,0,47.6523,-122.346,1440,1290
3934,Ballard,98107,476000118,20141212T000000,479950,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,2008,0,47.6714,-122.39200000000001,1280,1295
7082,Magnolia,98199,2771603940,20150109T000000,640000,2,1.0,1360,5000,1.0,0,0,3,7,1200,160,1936,0,47.6372,-122.39200000000001,1540,4000
4227,Ballard,98117,2877100985,20140623T000000,490000,3,2.25,1470,2500,2.0,0,0,3,8,1080,390,1984,0,47.6762,-122.36,1640,4300
4647,Northgate,98103,9523104345,20141218T000000,825000,5,3.0,4080,7500,2.0,0,2,4,8,2720,1360,1961,0,47.6722,-122.34899999999999,2000,4545
3954,Ballard,98107,1176001310,20150304T000000,2945000,5,4.5,4340,5722,3.0,0,4,3,10,4340,0,2010,0,47.6715,-122.406,1770,5250
2702,Seward Park,98118,8121100255,20140507T000000,440000,3,1.75,1500,6180,1.0,0,0,4,6,1060,440,1947,0,47.5689,-122.28399999999999,1740,6180
6531,Lake City,98125,2726049150,20140717T000000,392500,4,2.0,1950,8040,1.0,0,0,3,7,1950,0,1961,0,47.7074,-122.29,1950,8092
2458,Seward Park,98118,2624049169,20141211T000000,400000,3,1.5,1890,6183,1.0,0,0,3,7,1090,800,1967,0,47.5396,-122.26899999999999,1750,6183
3792,Ballard,98107,8673400061,20141119T000000,382000,2,1.5,1070,877,3.0,0,0,3,8,1070,0,2005,0,47.6699,-122.39299999999999,1320,1193
5381,Northgate,98133,1826049094,20140716T000000,426000,2,1.0,2230,11472,2.0,0,0,3,7,2230,0,1951,0,47.7372,-122.35,1870,8649
3511,Central Area,98144,3678900110,20140610T000000,403000,2,1.0,1100,3598,1.0,0,0,4,7,1100,0,1926,0,47.5738,-122.31299999999999,1240,3598
1954,West Seattle,98146,892000025,20140710T000000,114975,2,1.0,740,6250,1.0,0,0,3,6,740,0,1942,0,47.506,-122.335,980,6957
2168,Beacon Hill,98108,7549802600,20140528T000000,335000,4,2.0,1480,3132,1.0,0,0,5,6,740,740,1910,0,47.55,-122.31200000000001,1480,6420
5958,Lake City,98115,2464400435,20150420T000000,567000,3,1.75,1630,4275,1.5,0,3,3,7,1630,0,1908,0,47.6851,-122.322,1800,4275
2529,Seward Park,98118,4154300296,20140926T000000,235000,3,1.0,960,5030,1.0,0,0,3,7,960,0,1955,0,47.5611,-122.28,1460,5400
2656,Seward Park,98118,7131300032,20150306T000000,235000,4,2.0,1540,9279,1.0,0,0,3,7,1540,0,1955,0,47.5163,-122.26799999999999,1540,5110
4894,Northgate,98103,3362400472,20141202T000000,403000,2,1.0,720,3255,1.0,0,0,4,6,720,0,1905,0,47.6823,-122.348,1430,3170
5111,Northgate,98103,5694500497,20150116T000000,539900,3,3.25,1300,1325,2.0,0,0,3,8,1080,220,2005,0,47.6584,-122.346,1290,1323
5994,Lake City,98115,4073200124,20150417T000000,305000,2,1.0,890,7200,1.0,0,0,3,7,740,150,1949,0,47.6998,-122.27799999999999,1290,7200
4545,Northgate,98103,2264500350,20150418T000000,615000,4,1.0,1330,2400,1.5,0,0,4,6,1330,0,1901,0,47.65,-122.34,1330,4400
4525,Ballard,98117,6638900461,20140605T000000,700000,3,2.5,2050,4185,2.0,0,0,3,9,2050,0,2011,0,47.6922,-122.37100000000001,1150,5000
1915,West Seattle,98146,3163600130,20150317T000000,234900,3,1.0,1250,8000,1.0,0,0,3,7,1250,0,1956,0,47.5065,-122.337,1040,6973
321,Queen Anne,98119,1732800175,20140630T000000,850000,3,2.5,2650,2387,2.0,0,0,3,8,1830,820,1920,0,47.6315,-122.36200000000001,1870,2216
5638,Lake City,98115,9215400105,20150428T000000,450000,3,1.75,1250,5963,1.0,0,0,4,7,1250,0,1953,0,47.6796,-122.301,970,5100
3501,Central Area,98144,7981900110,20141003T000000,350000,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,47.5732,-122.305,1260,3175
2334,Seward Park,98118,3812400070,20150506T000000,435000,5,1.0,1410,6750,1.5,0,0,3,6,1410,0,1929,0,47.5453,-122.27799999999999,1360,6750
7235,Magnolia,98199,2771104010,20140605T000000,529999,3,2.5,1710,1664,2.0,0,0,5,8,1300,410,2003,0,47.6456,-122.383,1470,5400
3583,Central Area,98144,8850000180,20150420T000000,295000,4,1.0,980,3000,1.5,0,0,4,7,980,0,1914,0,47.5892,-122.31200000000001,1525,3000
2037,West Seattle,98146,1823049182,20140915T000000,147400,3,2.0,1080,9225,1.0,0,0,2,7,1080,0,1955,0,47.4842,-122.346,1410,9840
2623,Seward Park,98118,7857003046,20150506T000000,460000,5,3.0,2008,5050,1.0,0,0,3,7,1216,792,1992,0,47.5376,-122.292,2040,5297
3144,Central Area,98122,2572400100,20141105T000000,302000,3,1.0,1600,1950,2.0,0,0,2,7,1600,0,1906,0,47.6028,-122.31200000000001,1310,1138
4751,Northgate,98103,1994200375,20141203T000000,601150,2,2.0,1660,5200,1.0,0,0,5,7,1120,540,1906,0,47.6871,-122.334,1260,5160
6711,Delridge,98106,4302700425,20150213T000000,425000,5,2.75,2110,5120,2.0,0,0,3,7,1870,240,1947,1983,47.5294,-122.35700000000001,1580,5120
2717,Seward Park,98118,2760200050,20140717T000000,226000,4,1.0,1270,6459,1.5,0,0,3,7,1270,0,1918,0,47.5441,-122.273,1300,4100
4691,Northgate,98103,4083306345,20150504T000000,1000000,4,1.5,2100,4560,1.5,0,0,4,8,2100,0,1912,0,47.6497,-122.336,1930,4560
2837,Rainier Valley,98178,1123049053,20150213T000000,360000,4,2.5,1840,9611,2.0,0,0,3,7,1840,0,1996,0,47.4964,-122.251,1830,8505
6275,Lake City,98125,7663700261,20141008T000000,395000,4,1.75,1960,7945,1.0,0,0,4,7,980,980,1946,0,47.7326,-122.291,1290,7945
4779,Northgate,98103,2919200665,20141103T000000,734000,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,1910,0,47.6875,-122.35700000000001,1140,3840
4958,Northgate,98103,3975400185,20150513T000000,645000,3,2.0,1640,4218,1.0,0,0,4,7,910,730,1941,0,47.6546,-122.344,1670,4000
